#HMM - Genes
#command line: python3 ../../src/transit.py
#summary of gene calls: ES=650, GD=154, NE=3099, GA=81, N/A=6
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Rv0620	galK	galactokinase 	9	0	0	9	0	0.3333	17.67	NE
Rv0621	-	POSSIBLE MEMBRANE PROTEIN 	9	0	0	9	0	0.5556	971.00	NE
Rv0622	-	POSSIBLE MEMBRANE PROTEIN 	13	0	0	13	0	0.5385	294.71	NE
Rv0623	-	hypothetical protein Rv0623 	3	0	0	3	0	0.3333	345.00	NE
Rv0624	-	hypothetical protein Rv0624 	7	0	0	7	0	0.7143	481.00	NE
Rv0625c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	0	0	10	0	0.7000	5007.43	NE
Rv0626	-	hypothetical protein Rv0626 	4	0	0	4	0	0.5000	1138.00	NE
Rv0627	-	hypothetical protein Rv0627 	1	0	0	1	0	0.0000	0.00	NE
Rv0628c	-	hypothetical protein Rv0628c 	4	0	0	4	0	0.7500	2182.67	NE
Rv0629c	recD	PROBABLE EXONUCLEASE V (ALPHA CHAIN) RECD (EXODEOXYRIBONUCLEASE V ALPHA CHAIN) (EXODEOXYRIBONUCLEASE V POLYPEPTIDE) 	16	0	0	16	0	0.6875	377.64	NE
Rv0630c	recB	PROBABLE EXONUCLEASE V (BETA CHAIN) RECB (EXODEOXYRIBONUCLEASE V BETA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE) (CHI-SPECIFIC ENDONUCLEASE) 	34	0	0	34	0	0.5882	622.95	NE
Rv0631c	recC	PROBABLE EXONUCLEASE V (GAMMA CHAIN) RECC (EXODEOXYRIBONUCLEASE V GAMMA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE) 	19	0	0	19	0	0.5789	339.36	NE
Rv0632c	echA3	enoyl-CoA hydratase 	14	0	0	14	0	0.5000	1407.71	NE
Rv0633c	-	POSSIBLE EXPORTED PROTEIN 	14	0	0	14	0	0.7143	1482.40	NE
Rv0634c	-	POSSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE HYDROLASE) (GLX II) 	13	0	0	13	0	0.6923	703.56	NE
Rv0634A	-	hypothetical protein Rv0634A 	6	0	0	6	0	0.5000	350.33	NE
Rv0634B	rpmG	50S ribosomal protein L33 	4	4	0	0	0	0.0000	0.00	ES
Rv0635	-	hypothetical protein Rv0635 	14	14	0	0	0	0.0000	0.00	ES
Rv0636	-	hypothetical protein Rv0636 	8	8	0	0	0	0.0000	0.00	ES
Rv0637	-	hypothetical protein Rv0637 	8	7	0	1	0	0.1250	115.00	ES
Rv0638	secE	preprotein translocase subunit SecE 	9	9	0	0	0	0.0000	0.00	ES
Rv0639	nusG	transcription antitermination protein NusG 	13	12	0	1	0	0.0769	13.00	ES
Rv0640	rplK	50S ribosomal protein L11 	6	0	0	6	0	0.1667	179.00	NE
Rv0641	rplA	50S ribosomal protein L1 	8	0	0	8	0	0.1250	339.00	NE
Rv0642c	mmaA4	METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 (METHYL MYCOLIC ACID SYNTHASE 4) (MMA4) (HYDROXY MYCOLIC ACID SYNTHASE) 	19	13	0	6	0	0.1579	65.67	ES
Rv0643c	mmaA3	METHOXY MYCOLIC ACID SYNTHASE 3 MMAA3 (METHYL MYCOLIC ACID SYNTHASE 3) (MMA3) (HYDROXY MYCOLIC ACID SYNTHASE) 	23	0	0	23	0	0.9130	506.43	NE
Rv0644c	mmaA2	METHOXY MYCOLIC ACID SYNTHASE 2 MMAA2 (METHYL MYCOLIC ACID SYNTHASE 2) (MMA2) (HYDROXY MYCOLIC ACID SYNTHASE) 	12	0	0	12	0	0.9167	534.91	NE
Rv0645c	mmaA1	METHOXY MYCOLIC ACID SYNTHASE 1 MMAA1 (METHYL MYCOLIC ACID SYNTHASE 1) (MMA1) (HYDROXY MYCOLIC ACID SYNTHASE) 	21	0	0	21	0	0.9524	1218.60	NE
Rv0646c	lipG	PROBABLE LIPASE/ESTERASE LIPG 	10	0	0	10	0	0.9000	1926.11	NE
Rv0647c	-	hypothetical protein Rv0647c 	15	13	0	2	0	0.1333	820.50	ES
Rv0648	-	ALPHA-MANNOSIDASE 	38	0	0	38	0	0.7368	1072.61	NE
Rv0649	fabD2	POSSIBLE MALONYL COA-ACYL CARRIER PROTEIN TRANSACYLASE FABD2 (MCT) 	4	0	0	4	0	0.5000	662.00	NE
Rv0650	-	POSSIBLE SUGAR KINASE 	6	0	0	6	0	0.8333	1292.80	NE
Rv0651	rplJ	50S ribosomal protein L10 	6	0	0	6	0	0.0000	0.00	NE
Rv0652	rplL	50S ribosomal protein L7/L12 	1	0	0	1	0	1.0000	160.00	NE
Rv0653c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	11	0	0	11	0	0.6364	209.29	NE
Rv0654	-	PROBABLE DIOXYGENASE 	27	0	0	27	0	0.7037	1470.42	NE
Rv0655	mkl	POSSIBLE RIBONUCLEOTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER MKL 	15	0	0	15	0	0.4000	420.33	NE
Rv0656c	-	hypothetical protein Rv0656c 	5	0	0	5	0	1.0000	1704.60	NE
Rv0657c	-	hypothetical protein Rv0657c 	2	0	0	2	0	0.5000	577.00	NE
Rv0658c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	17	0	0	17	0	0.4706	529.88	NE
Rv0659c	-	hypothetical protein Rv0659c 	4	0	0	4	0	0.7500	748.67	NE
Rv0660c	-	hypothetical protein Rv0660c 	2	0	0	2	0	1.0000	168.50	NE
Rv0661c	-	hypothetical protein Rv0661c 	5	0	0	5	0	0.8000	772.25	NE
Rv0662c	-	hypothetical protein Rv0662c 	6	0	0	6	0	0.8333	1030.20	NE
Rv0663	atsD	POSSIBLE ARYLSULFATASE ATSD (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE) 	47	0	0	47	0	0.5957	584.61	NE
Rv0664	-	hypothetical protein Rv0664 	3	0	0	3	0	0.6667	1575.50	NE
Rv0665	-	hypothetical protein Rv0665 	5	0	0	5	0	0.8000	3935.50	NE
Rv0666	-	POSSIBLE MEMBRANE PROTEIN 	0	0	0	0	0	0.0000	0.00	N/A
Rv0667	rpoB	DNA-directed RNA polymerase subunit beta 	39	39	0	0	0	0.0000	0.00	ES
Rv0668	rpoC	DNA-directed RNA polymerase subunit beta' 	52	46	0	0	6	0.0962	493.60	ES
Rv0669c	-	POSSIBLE HYDROLASE 	37	0	0	6	31	0.8919	6366.27	GA
Rv0670	end	endonuclease IV 	5	0	0	5	0	0.8000	1372.75	NE
Rv0671	lpqP	POSSIBLE CONSERVED LIPOPROTEIN LPQP 	13	0	0	13	0	0.6923	414.22	NE
Rv0672	fadE8	PROBABLE ACYL-CoA DEHYDROGENASE FADE8 	27	0	0	27	0	0.7778	515.43	NE
Rv0673	echA4	enoyl-CoA hydratase 	10	0	0	10	0	0.6000	461.00	NE
Rv0674	-	hypothetical protein Rv0674 	7	0	0	7	0	0.2857	414.50	NE
Rv0675	echA5	enoyl-CoA hydratase 	5	0	0	5	0	0.6000	79.00	NE
Rv0676c	mmpL5	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL5 	32	0	0	32	0	0.7500	200.42	NE
Rv0677c	mmpS5	POSSIBLE CONSERVED MEMBRANE PROTEIN MMPS5 	6	0	0	6	0	0.8333	235.80	NE
Rv0678	-	hypothetical protein Rv0678 	5	0	0	5	0	0.8000	1039.00	NE
Rv0679c	-	CONSERVED HYPOTHETICAL THREONINE RICH PROTEIN 	6	0	0	6	0	0.6667	846.25	NE
Rv0680c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	0	0	3	0	1.0000	2576.33	NE
Rv0681	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	13	0	0	13	0	0.8462	559.55	NE
Rv0682	rpsL	30S ribosomal protein S12 	8	8	0	0	0	0.0000	0.00	ES
Rv0683	rpsG	30S ribosomal protein S7 	5	5	0	0	0	0.0000	0.00	ES
Rv0684	fusA1	elongation factor G 	34	34	0	0	0	0.0000	0.00	ES
Rv0685	tuf	elongation factor Tu 	12	11	0	1	0	0.0833	300.00	ES
Rv0686	-	PROBABLE MEMBRANE PROTEIN 	12	0	0	12	0	0.8333	631.60	NE
Rv0687	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	17	0	0	17	0	0.4118	373.57	NE
Rv0688	-	PUTATIVE FERREDOXIN REDUCTASE 	19	0	0	19	0	0.6842	334.46	NE
Rv0689c	-	hypothetical protein Rv0689c 	5	0	0	5	0	0.8000	455.50	NE
Rv0690c	-	hypothetical protein Rv0690c 	17	0	0	17	0	0.5882	546.30	NE
Rv0691c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	0	0	9	0	0.6667	1202.67	NE
Rv0692	-	hypothetical protein Rv0692 	7	0	4	3	0	0.4286	52.67	GD
Rv0693	pqqE	PROBABLE COENZYME PQQ SYNTHESIS PROTEIN E PQQE (COENZYME PQQ SYNTHESIS PROTEIN III) 	19	0	19	0	0	0.0526	79.00	GD
Rv0694	lldD1	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD1 	18	0	17	1	0	0.2778	45.00	GD
Rv0695	-	hypothetical protein Rv0695 	12	0	1	11	0	0.4167	95.00	NE
Rv0696	-	PROBABLE MEMBRANE SUGAR TRANSFERASE 	27	0	27	0	0	0.1852	63.80	GD
Rv0697	-	PROBABLE DEHYDROGENASE 	27	0	25	2	0	0.1481	221.00	GD
Rv0698	-	hypothetical protein Rv0698 	12	0	0	12	0	0.4167	104.00	NE
Rv0699	-	hypothetical protein Rv0699 	3	0	0	3	0	1.0000	885.33	NE
Rv0700	rpsJ	30S ribosomal protein S10 	7	0	0	7	0	0.1429	119.00	NE
Rv0701	rplC	50S ribosomal protein L3 	16	16	0	0	0	0.0000	0.00	ES
Rv0702	rplD	50S ribosomal protein L4 	11	11	0	0	0	0.0000	0.00	ES
Rv0703	rplW	50S ribosomal protein L23 	5	5	0	0	0	0.2000	3.00	ES
Rv0704	rplB	50S ribosomal protein L2 	18	18	0	0	0	0.0000	0.00	ES
Rv0705	rpsS	30S ribosomal protein S19 	2	2	0	0	0	0.0000	0.00	ES
Rv0706	rplV	50S ribosomal protein L22 	9	9	0	0	0	0.0000	0.00	ES
Rv0707	rpsC	30S ribosomal protein S3 	14	14	0	0	0	0.0000	0.00	ES
Rv0708	rplP	50S ribosomal protein L16 	10	10	0	0	0	0.0000	0.00	ES
Rv0709	rpmC	50S ribosomal protein L29 	4	4	0	0	0	0.0000	0.00	ES
Rv0710	rpsQ	30S ribosomal protein S17 	12	10	0	2	0	0.1667	285.00	ES
Rv0711	atsA	POSSIBLE ARYLSULFATASE ATSA (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE) 	46	0	0	46	0	0.7391	530.50	NE
Rv0712	-	hypothetical protein Rv0712 	20	0	0	20	0	0.4500	182.89	NE
Rv0713	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	20	0	0	20	0	0.6500	904.31	NE
Rv0714	rplN	50S ribosomal protein L14 	5	5	0	0	0	0.0000	0.00	ES
Rv0715	rplX	50S ribosomal protein L24 	5	5	0	0	0	0.0000	0.00	ES
Rv0716	rplE	50S ribosomal protein L5 	4	4	0	0	0	0.0000	0.00	ES
Rv0717	rpsN	30S ribosomal protein S14 	3	3	0	0	0	0.0000	0.00	ES
Rv0718	rpsH	30S ribosomal protein S8 	10	10	0	0	0	0.0000	0.00	ES
Rv0719	rplF	50S ribosomal protein L6 	16	16	0	0	0	0.0000	0.00	ES
Rv0720	rplR	50S ribosomal protein L18 	4	4	0	0	0	0.0000	0.00	ES
Rv0721	rpsE	30S ribosomal protein S5 	13	10	0	3	0	0.1538	105.00	ES
Rv0722	rpmD	50S ribosomal protein L30 	2	0	0	2	0	0.0000	0.00	NE
Rv0723	rplO	50S ribosomal protein L15 	3	0	0	3	0	0.3333	772.00	NE
Rv0724	sppA	POSSIBLE PROTEASE IV SPPA (ENDOPEPTIDASE IV) (SIGNAL PEPTIDE PEPTIDASE) 	31	0	0	31	0	0.8065	453.88	NE
Rv0724A	-	hypothetical protein Rv0724A 	6	0	0	6	0	0.6667	257.00	NE
Rv0725c	-	hypothetical protein Rv0725c 	15	0	0	15	0	0.6000	473.67	NE
Rv0726c	-	hypothetical protein Rv0726c 	16	0	0	16	0	0.6875	561.00	NE
Rv0727c	fucA	L-fuculose-phosphate aldolase 	13	0	0	13	0	0.9231	579.08	NE
Rv0728c	serA2	POSSIBLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA2 (PHOSPHOGLYCERATE DEHYDROGENASE) (PGDH) 	9	0	0	9	0	0.4444	836.00	NE
Rv0729	xylB	POSSIBLE D-XYLULOSE KINASE XYLB (XYLULOKINASE) (XYLULOSE KINASE) 	19	0	0	19	0	0.6842	1290.62	NE
Rv0730	-	hypothetical protein Rv0730 	4	0	0	4	0	0.5000	3345.50	NE
Rv0731c	-	hypothetical protein Rv0731c 	10	0	0	10	0	0.9000	1473.00	NE
Rv0732	secY	preprotein translocase subunit SecY 	28	27	0	1	0	0.0357	461.00	ES
Rv0733	adk	adenylate kinase 	6	0	0	6	0	0.1667	769.00	NE
Rv0734	mapA	methionine aminopeptidase 	10	0	0	10	0	0.3000	865.67	NE
Rv0735	sigL	RNA polymerase sigma factor SigL 	7	0	0	7	0	0.8571	1307.67	NE
Rv0736	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	9	0	0	9	0	0.1111	117.00	NE
Rv0737	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	0	0	5	0	1.0000	500.40	NE
Rv0738	-	hypothetical protein Rv0738 	1	0	0	1	0	1.0000	23.00	NE
Rv0739	-	hypothetical protein Rv0739 	18	0	0	18	0	0.8889	1099.06	NE
Rv0740	-	hypothetical protein Rv0740 	10	0	0	10	0	0.8000	575.25	NE
Rv0741	-	PROBABLE TRANSPOSASE (FRAGMENT) 	4	0	0	4	0	0.7500	1245.67	NE
Rv0742	PE_PGRS8	PE-PGRS FAMILY PROTEIN 	6	0	0	6	0	0.6667	287.75	NE
Rv0743c	-	hypothetical protein Rv0743c 	10	0	0	10	0	0.9000	1279.33	NE
Rv0744c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	4	0	5	0	0.1111	273.00	NE
Rv0745	-	hypothetical protein Rv0745 	7	0	0	7	0	0.8571	799.33	NE
Rv0746	PE_PGRS9	PE-PGRS FAMILY PROTEIN 	16	0	0	16	0	0.4375	455.86	NE
Rv0747	PE_PGRS10	PE-PGRS FAMILY PROTEIN 	17	0	0	17	0	0.7059	737.25	NE
Rv0748	-	hypothetical protein Rv0748 	3	0	0	3	0	1.0000	551.00	NE
Rv0749	-	hypothetical protein Rv0749 	5	0	0	5	0	1.0000	299.00	NE
Rv0749A	-	hypothetical protein Rv0749A 	2	0	0	2	0	1.0000	348.00	NE
Rv0750	-	hypothetical protein Rv0750 	5	0	0	5	0	0.8000	717.50	NE
Rv0751c	mmsB	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH) 	8	0	0	8	0	0.7500	409.33	NE
Rv0752c	fadE9	PROBABLE ACYL-CoA DEHYDROGENASE FADE9 	16	0	0	16	0	0.3750	423.50	NE
Rv0753c	mmsA	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH) 	19	0	0	19	0	0.7895	467.80	NE
Rv0754	PE_PGRS11	PE-PGRS FAMILY PROTEIN 	31	0	0	31	0	0.5806	1191.67	NE
Rv0755c	PPE12	PPE FAMILY PROTEIN 	56	18	24	14	0	0.2143	424.42	GD
Rv0755A	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	7	0	0	7	0	0.8571	829.00	NE
Rv0756c	-	hypothetical protein Rv0756c 	7	0	0	7	0	0.8571	440.00	NE
Rv0757	phoP	POSSIBLE TWO COMPONENT SYSTEM RESPONSE TRANSCRIPTIONAL POSITIVE REGULATOR PHOP 	12	0	0	12	0	0.0833	68.00	NE
Rv0758	phoR	POSSIBLE TWO COMPONENT SYSTEM RESPONSE SENSOR KINASE MEMBRANE ASSOCIATED PHOR 	18	0	0	18	0	0.2222	67.25	NE
Rv0759c	-	hypothetical protein Rv0759c 	2	0	0	2	0	1.0000	25.50	NE
Rv0760c	-	hypothetical protein Rv0760c 	6	0	0	6	0	0.5000	126.00	NE
Rv0761c	adhB	POSSIBLE ZINC-CONTAINING ALCOHOL DEHYDROGENASE NAD DEPENDENT ADHB 	14	0	0	14	0	0.3571	69.80	NE
Rv0762c	-	hypothetical protein Rv0762c 	14	0	0	14	0	0.5000	465.43	NE
Rv0763c	-	POSSIBLE FERREDOXIN 	3	0	0	3	0	0.3333	3.00	NE
Rv0764c	cyp51	CYTOCHROME P450 51 CYP51 (CYPL1) (P450-L1A1) (STEROL 14-ALPHA DEMETHYLASE) (LANOSTEROL 14-ALPHA DEMETHYLASE) (P450-14DM) 	19	0	0	19	0	0.6316	650.58	NE
Rv0765c	-	short chain dehydrogenase 	12	0	0	12	0	0.5000	420.50	NE
Rv0766c	cyp123	PROBABLE CYTOCHROME P450 123 CYP123 	26	0	0	26	0	0.4615	214.75	NE
Rv0767c	-	hypothetical protein Rv0767c 	14	0	0	14	0	0.6429	771.11	NE
Rv0768	aldA	PROBABLE ALDEHYDE DEHYDROGENASE NAD DEPENDENT ALDA (ALDEHYDE DEHYDROGENASE 	28	0	0	28	0	0.5357	239.73	NE
Rv0769	-	short chain dehydrogenase 	17	0	0	17	0	0.5294	517.67	NE
Rv0770	-	PROBABLE DEHYDROGENASE/REDUCTASE 	10	0	0	10	0	0.9000	331.11	NE
Rv0771	-	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD) 	11	0	0	11	0	0.7273	290.38	NE
Rv0772	purD	phosphoribosylamine--glycine ligase 	25	25	0	0	0	0.0000	0.00	ES
Rv0773c	ggtA	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT) 	21	5	0	16	0	0.5714	298.17	NE
Rv0774c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	11	0	0	11	0	0.7273	415.88	NE
Rv0775	-	hypothetical protein Rv0775 	9	0	0	9	0	0.8889	1070.38	NE
Rv0776c	-	hypothetical protein Rv0776c 	15	0	0	15	0	0.8667	991.46	NE
Rv0777	purB	adenylosuccinate lyase 	19	18	0	1	0	0.0526	1001.00	ES
Rv0778	cyp126	POSSIBLE CYTOCHROME P450 126 CYP126 	22	0	0	22	0	0.5909	500.62	NE
Rv0779c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	0	0	9	0	0.8889	174.00	NE
Rv0780	hemH	phosphoribosylaminoimidazole-succinocarboxamide synthase 	26	26	0	0	0	0.0000	0.00	ES
Rv0781	ptrBa	PROBABLE PROTEASE II PTRBA 	26	0	24	2	0	0.1923	385.00	GD
Rv0782	ptrBb	PROBABLE PROTEASE II PTRBB 	46	0	13	33	0	0.3261	260.67	NE
Rv0783c	emrB	POSSIBLE MULTIDRUG RESISTANCE INTEGRAL MEMBRANE EFFLUX PROTEIN EMRB 	27	12	0	15	0	0.2222	995.00	NE
Rv0784	-	hypothetical protein Rv0784 	10	0	0	10	0	0.4000	53.00	NE
Rv0785	-	putative FAD-binding dehydrogenase 	36	0	0	36	0	0.5833	658.86	NE
Rv0786c	-	hypothetical protein Rv0786c 	12	0	0	12	0	0.4167	462.40	NE
Rv0787	-	hypothetical protein Rv0787 	16	0	0	16	0	0.7500	580.92	NE
Rv0787A	-	phosphoribosylformylglycinamidine synthase subunit PurS 	2	2	0	0	0	0.0000	0.00	ES
Rv0788	purQ	phosphoribosylformylglycinamidine synthase subunit I 	12	12	0	0	0	0.0000	0.00	ES
Rv0789c	-	hypothetical protein Rv0789c 	7	0	0	7	0	1.0000	207.14	NE
Rv0790c	-	hypothetical protein Rv0790c 	21	0	0	21	0	0.5714	1179.92	NE
Rv0791c	-	hypothetical protein Rv0791c 	13	0	0	13	0	0.5385	543.86	NE
Rv0792c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	19	0	0	19	0	0.5789	583.09	NE
Rv0793	-	hypothetical protein Rv0793 	9	0	0	9	0	0.8889	538.75	NE
Rv0794c	-	PROBABLE OXIDOREDUCTASE 	21	0	0	21	0	0.5238	611.82	NE
Rv0795	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 (FRAGMENT) 	5	0	0	5	0	0.8000	680.25	NE
Rv0796	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	25	0	0	25	0	0.9600	589.38	NE
Rv0797	-	IS1547 transposase 	13	0	0	13	0	1.0000	2173.85	NE
Rv0798c	cfp29	29 KDa ANTIGEN CFP29 	17	0	0	17	0	0.4118	278.86	NE
Rv0799c	-	hypothetical protein Rv0799c 	10	0	0	10	0	0.4000	427.75	NE
Rv0800	pepC	putative aminopeptidase 2 	17	0	0	17	0	0.5882	564.60	NE
Rv0801	-	hypothetical protein Rv0801 	2	0	0	2	0	0.5000	989.00	NE
Rv0802c	-	hypothetical protein Rv0802c 	16	0	0	16	0	0.5000	439.00	NE
Rv0803	purL	phosphoribosylformylglycinamidine synthase II 	35	35	0	0	0	0.0000	0.00	ES
Rv0804	-	hypothetical protein Rv0804 	7	1	0	6	0	0.7143	706.00	NE
Rv0805	-	hypothetical protein Rv0805 	18	0	0	18	0	0.3889	47.29	NE
Rv0806c	cpsY	POSSIBLE UDP-GLUCOSE-4-EPIMERASE CPSY (GALACTOWALDENASE) (UDP-GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE-4-EPIMERASE) 	42	0	0	42	0	0.6667	445.36	NE
Rv0807	-	hypothetical protein Rv0807 	2	0	0	2	0	0.5000	352.00	NE
Rv0808	purF	amidophosphoribosyltransferase 	27	25	0	2	0	0.0370	110.00	ES
Rv0809	purM	phosphoribosylaminoimidazole synthetase 	15	14	0	1	0	0.0667	2516.00	ES
Rv0810c	-	hypothetical protein Rv0810c 	5	0	4	1	0	0.2000	513.00	GD
Rv0811c	-	hypothetical protein Rv0811c 	17	17	0	0	0	0.0000	0.00	ES
Rv0812	-	4-amino-4-deoxychorismate lyase 	17	17	0	0	0	0.0000	0.00	ES
Rv0813c	-	hypothetical protein Rv0813c 	14	0	0	14	0	0.8571	541.17	NE
Rv0814c	sseC2	CONSERVED HYPOTHETICAL PROTEIN SSEC2 	3	0	0	3	0	1.0000	697.33	NE
Rv0815c	cysA2	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA2 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	15	0	0	15	0	0.8667	340.77	NE
Rv0816c	thiX	PROBABLE THIOREDOXIN THIX 	3	0	0	3	0	0.6667	145.00	NE
Rv0817c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	16	15	0	0	1	0.0625	355.00	ES
Rv0818	-	TRANSCRIPTIONAL REGULATORY PROTEIN 	11	0	0	0	11	0.9091	1114.30	GA
Rv0819	-	hypothetical protein Rv0819 	14	0	0	0	14	0.5000	334.14	GA
Rv0820	phoT	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PHOT 	13	0	0	1	12	0.9231	4881.08	GA
Rv0821c	phoY2	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOY2 	7	0	0	7	0	0.7143	334.60	NE
Rv0822c	-	hypothetical protein Rv0822c 	30	0	0	30	0	0.8333	906.88	NE
Rv0823c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	0	0	17	0	0.7059	836.25	NE
Rv0824c	desA1	PROBABLE ACYL-	20	20	0	0	0	0.0000	0.00	ES
Rv0825c	-	hypothetical protein Rv0825c 	10	0	0	10	0	0.7000	1249.14	NE
Rv0826	-	hypothetical protein Rv0826 	22	0	0	22	0	0.8636	1102.42	NE
Rv0827c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	0	0	8	0	0.6250	134.40	NE
Rv0828c	-	POSSIBLE DEAMINASE 	10	0	0	10	0	1.0000	1273.90	NE
Rv0829	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	4	0	0	4	0	1.0000	388.50	NE
Rv0830	-	hypothetical protein Rv0830 	21	0	0	21	0	0.8571	919.83	NE
Rv0831c	-	hypothetical protein Rv0831c 	20	0	0	20	0	0.8500	816.88	NE
Rv0832	PE_PGRS12	PE-PGRS FAMILY PROTEIN 	4	0	0	4	0	1.0000	6199.50	NE
Rv0833	PE_PGRS13	PE-PGRS FAMILY PROTEIN 	12	0	0	12	0	0.3333	80.50	NE
Rv0834c	PE_PGRS14	PE-PGRS FAMILY PROTEIN 	28	0	0	28	0	0.7143	514.30	NE
Rv0835	lpqQ	POSSIBLE LIPOPROTEIN LPQQ 	15	0	0	15	0	0.8000	1547.17	NE
Rv0836c	-	hypothetical protein Rv0836c 	10	0	0	10	0	0.9000	1187.78	NE
Rv0837c	-	hypothetical protein Rv0837c 	23	0	0	23	0	0.8696	520.25	NE
Rv0838	lpqR	PROBABLE CONSERVED LIPOPROTEIN LPQR 	7	0	0	7	0	0.5714	1136.25	NE
Rv0839	-	hypothetical protein Rv0839 	15	0	0	15	0	0.8000	431.08	NE
Rv0840c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP) 	9	0	0	9	0	0.7778	995.14	NE
Rv0841	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	0	0	3	0	0.3333	396.00	NE
Rv0842	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	0	0	24	0	0.5833	248.43	NE
Rv0843	-	PROBABLE DEHYDROGENASE 	18	0	0	18	0	0.8333	823.33	NE
Rv0844c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL 	10	0	0	10	0	0.8000	736.38	NE
Rv0845	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	27	0	0	27	0	0.7778	233.10	NE
Rv0846c	-	PROBABLE OXIDASE 	31	0	0	31	0	0.5161	634.94	NE
Rv0847	lpqS	PROBABLE LIPOPROTEIN LPQS 	6	0	0	6	0	0.6667	670.75	NE
Rv0848	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) 	29	0	0	29	0	0.6207	417.44	NE
Rv0849	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	23	0	0	23	0	0.7826	777.06	NE
Rv0850	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	10	0	0	10	0	0.8000	203.38	NE
Rv0851c	-	short chain dehydrogenase 	10	0	0	10	0	0.9000	423.89	NE
